,index,Emotion,Statement
4726,2904,fear,"I was walking along the passage to my room (very near the anatomy  _x000D_
laboratory) and I heard something and felt that there was some  _x000D_
thing behind me.  I looked back and there was no one.  I started  _x000D_
imagining that maybe it was a corpse."
4732,4669,joy,"I was seriously injured in a road accident. The very first steps  _x000D_
I took with only one crutch to support me I felt so good. I enjoy  _x000D_
being alive."
4736,4294,joy,"A couple of years ago during the summer holiday, I was fishing at  _x000D_
a lake with my husband.  Suddenly it started raining while the  _x000D_
sun was still shining. I experienced a feeling of joy, happiness  _x000D_
and fulfillment.  the whole nature was full of music."
4740,2291,fear,"Years ago, on my way to school by the forest path I came across  _x000D_
an exhibitionist."
4742,2834,fear,When a thunder belt hit the roof top of the building I was in.
4747,3098,fear,"I was in the house at night and I heard a hyena crying outside.  _x000D_
It cried for almost an hour and I feared it might break the  _x000D_
window and enter inside the house."
4748,2617,fear,When I was jumped by three men in a deserted area.
4751,4407,joy,"I went to a doctor with a complaint. The doctor told me that I  _x000D_
was completely healthy."
4754,2697,fear,When going out I am threatened regularly by two punk-girls.
4755,4299,joy,When I won a tennis match.
4761,3064,fear,"My brother had bowel obstruction, having heard that he was going  _x000D_
for surgery, I was afraid he might not come back to life after  _x000D_
hearing of the General Anaesthesia."
4764,2916,fear,Got ill.
4770,4930,joy,When I was told that I had passed the exams.
4778,2530,fear,"When diving deep into the sea to reach the floor I felt  _x000D_
breathless. I was cautious but I doubted I should be able to come  _x000D_
to the surface and inhale."
4779,2488,fear,"When a friend of mine discussed with me, I felt fear of losing  _x000D_
her. This occurred because we had a missunderstanding between  _x000D_
mutual colleagues."
4780,4601,joy,When I entered University.
4786,4659,joy,"When you are satisfied with something, when you achieve something  _x000D_
you have striven to."
4794,2467,fear,"I was inside the car with my husband and we were assaulted with a  _x000D_
gun at 10 o'clock in the evening."
4797,2950,fear,Taking a chemistry midterm.
4799,2346,fear,"It was on St. Claus Day when I was five years old. St. Claus and  _x000D_
his Devil Servant came to see me. St. Claus' Devil Servant  _x000D_
rattled with his chain and bowled terribly. I was so frightened  _x000D_
that my parents had to ask him to leave."
4800,5247,joy,You told me psychology can help people to be happier.
4804,5167,joy,When I passed the TOEFEL with very good marks.
4805,2866,fear,"I got a very nasty electrical shock when I was tampering with  _x000D_
some electrical applainces. _x000D_
"
4814,4885,joy,"Every time, in the last few days, when my girlfriend told me that  _x000D_
she loves me."
4816,2196,fear,Vertigo - standing on a ladder and painting the house.
4817,4542,joy,Blank.
4819,2656,fear,"I found myself involved in a fight in which a person died and I  _x000D_
had to intervene with some risk."
4822,4340,joy,"When I dived among sharks and the brightly coloured fish on the  _x000D_
outer reef of Tvavni, Fidgi."
4824,5108,joy,"I went for a walk on the beach with a friend whom I had not seen  _x000D_
for many months.  The weather was very pleasant, we had some  _x000D_
ice-cream and lots of fun on the beach."
4827,5089,joy,"I had met someone and we became good friends. Our relationship  _x000D_
grew closer and now he is my boyfriend. I felt joy when I found  _x000D_
out how he felt about me."
4834,2673,fear,"I had a dream about my fiancTe leaving me and making an end to  _x000D_
our relation."
4836,5171,joy,"When I received the best actor award at the inter-college drama  _x000D_
competition.  It gave me tremendous joy and satisfaction which  _x000D_
lasted for several days."
4839,2745,fear,"When I was walking down the street, some boys showed me a knife  _x000D_
and stole all my money."
4840,2612,fear,"When I decided to leave my steady, secure employment to come to  _x000D_
university. Because I didn't know if I could cope with all the  _x000D_
requirements of study and also being older I didn't know if I  _x000D_
would enjoy mixing with younger people, also financial  _x000D_
insecurity."
4841,4276,joy,When my child was born.
4855,2856,fear,"When I learnt that the girl I had impregnated was in hospital and  _x000D_
was on the verge of dying as she had refused to accept the  _x000D_
responsibility of her pregnancy and had wanted to commit suicide."
4861,4631,joy,"I found a human ""treasure"" that I desired and got immediately. I  _x000D_
didn't think about anything. When I touched him I imploded but I  _x000D_
am whole."
4863,3027,fear,Before an examn.
4865,4466,joy,"My father stayed abroad for one year. He does not like to write  _x000D_
letters because he makes ortographic mistakes. I never had a good  _x000D_
relation to him. He wrote me a letter in which he said that he  _x000D_
loved me."
4867,2341,fear,"When we stayed in Vienna with our class, my friend and I behaved  _x000D_
incorrectly. Our teacher threatened us with exclusion from  _x000D_
school."
4870,2246,fear,"I was hunting, and was lost in the fog in the mountains."
4873,4510,joy,"My boy-friend told me that he would take me to the training of  _x000D_
the life-saving dogs."
4879,2286,fear,A dark night when I had to go to the outdoor lavatory.
4880,4695,joy,"When I am with friends and I do what pleases me this often  _x000D_
happenes."
4882,4831,joy,"During my high school time I succeeded to play a concert of  _x000D_
Mozart on the piano when I gave my first performance I succeeded  _x000D_
to play it very well."
4886,2633,fear,"Skiing down a very icy slope, very fast in white-out conditions.  _x000D_
Out of control with no idea of what I was doing or where I was  _x000D_
heading."
4888,2695,fear,When I thought the house was on fire at night.
4891,5111,joy,"I acted in an English play in college and got the Best Actress  _x000D_
award, while our play got the first place."
4894,5233,joy,"I was happy to hear that my sister had won a prize at running  _x000D_
competition."
4896,2896,fear,"When I took the first year university exams and made a lot of  _x000D_
mistakes in the P110 exam.  I was afraid of failing and thus  _x000D_
being unable to go to the school of medicine."
4898,2472,fear,"Afraid of getting alone without friends, without anybody."
4905,2150,fear,"It was spring and the ice was melting.  I was far out on a jetty and I poked the ice with a long branch to try and break it._x000D_
 The branch went through the ice and I fell in, the water closed  _x000D_
in over my head."
4908,4350,joy,In summer when I was sailing with friends in Greece I felt joy.
4923,3040,fear,When I was treated improperly by someone.
4927,4603,joy,"I felt joy when I red my name in the list of the approved in the  _x000D_
entrance college examination."
4928,2991,fear,"When for the first time I rode on a motorcycle with my brother.   _x000D_
He was going so fast that I felt that I would fall off without my  _x000D_
brother realizing it."
4930,2977,fear,When my B.A results had not come.
4934,4832,joy,"When I saw a good friend again after not having seen her for a  _x000D_
long time."
4941,4604,joy,"To have a friend who I didn't see for months, and under the  _x000D_
circumstances that I met him made me feel happy, and perhaps  _x000D_
because it has been one of the good things that I learned with  _x000D_
this friend."
4949,4373,joy,"When my special friend said ""I love you"" for the first time."
4953,4674,joy,I won a sport contest.
4954,4505,joy,"On New Year's Eve I went in a disco with friends. I amused myself  _x000D_
and got to know many other people."
4959,3095,fear,"When I dream of anything terrifying I used to have fear for the  _x000D_
rest of the day that the dream might come true e.g., being beaten  _x000D_
(or eaten ?) by a snake."
4961,4315,joy,"When I was informed that I had been accepted as a student of  _x000D_
Psychology."
4962,2889,fear,"We were driving on a very dusty road at night and the driver  _x000D_
tried to overtake a very big truck only to find another big truck  _x000D_
parked right in front."
4963,4524,joy,I unexpectedly got a present from my father.
4964,3029,fear,"You may find out that I am stupid and not to let me do your  _x000D_
experiment."
4965,2608,fear,"Being sexually assaulted (not rape, but passionate kissing) by a  _x000D_
friend's father - he stopped when he was driving me home. I  _x000D_
hadn't wanted the lift, had refused 3 times, and then felt it'd  _x000D_
be rude to refuse again. Was really afraid of what he might do."
4975,2371,fear,"When I was a child, I had a nightmare. At that time, I was not  _x000D_
yet able to tell anybody about it, so I was very frightened. I  _x000D_
could not explain myself all that and I had to deal with it by  _x000D_
myself."
4981,4421,joy,"When, to my surprise, I got to know about having got ""very good""  _x000D_
high school graduation marks."
4983,4869,joy,"When I saw that the mark I had obtained in an exam was a good  _x000D_
one."
